[17:34:48]:端口“COM20”不存在。


[17:35:56]:端口“COM20”不存在。


[17:38:08]:端口“COM20”不存在。


[17:38:09]:端口“COM20”不存在。


[17:39:49]:Start Listening.
04,04,14,04,14,02,04,14,02,02,04,14,02,02,00,04,14,02,02,00,01
04,04,13,04,13,02,04,13,02,02,04,13,02,02,00,04,13,02,02,00,01
04,04,12,04,12,02,04,12,02,02,04,12,02,02,00,04,12,02,02,00,01
04,04,12,04,12,02,04,12,02,02,04,12,02,02,00,04,12,02,02,00,01
04,04,12,04,12,02,04,12,02,02,04,12,02,02,01,04,12,02,02,01,01
04,04,12,04,12,02,04,12,02,02,04,12,02,02,02,04,12,02,02,02,01
04,04,12,04,12,02,04,12,02,03,04,12,02,03,02,04,12,02,03,02,01
04,04,12,04,12,02,04,12,02,04,04,12,02,04,02,04,12,02,04,02,01
04,04,12,04,12,02,04,12,02,05,04,12,02,05,02,04,12,02,05,02,01
04,04,12,04,12,02,04,12,02,05,04,12,02,05,03,04,12,02,05,03,01
04,04,12,04,12,02,04,12,02,05,04,12,02,05,04,04,12,02,05,04,01
04,04,12,04,12,02,04,12,02,05,04,12,02,05,05,04,12,02,05,05,01
04,04,12,04,12,02,04,12,02,05,04,12,02,05,06,04,12,02,05,06,01
04,04,12,04,12,02,04,12,02,05,04,12,02,05,07,04,12,02,05,07,01
04,04,12,04,12,02,04,12,02,06,04,12,02,06,07,04,12,02,06,07,01
04,04,12,04,12,02,04,12,02,07,04,12,02,07,07,04,12,02,07,07,01
04,04,12,04,12,02,04,12,02,08,04,12,02,08,07,04,12,02,08,07,01
04,04,11,04,11,02,04,11,02,08,04,11,02,08,07,04,11,02,08,07,01
04,04,10,04,10,02,04,10,02,08,04,10,02,08,07,04,10,02,08,07,01
04,04,09,04,09,02,04,09,02,08,04,09,02,08,07,04,09,02,08,07,01
04,04,08,04,08,02,04,08,02,08,04,08,02,08,07,04,08,02,08,07,01
04,04,07,04,07,02,04,07,02,08,04,07,02,08,07,04,07,02,08,07,01
04,04,06,04,06,02,04,06,02,08,04,06,02,08,07,04,06,02,08,07,01
04,04,05,04,05,02,04,05,02,08,04,05,02,08,07,04,05,02,08,07,01
04,04,04,04,04,02,04,04,02,08,04,04,02,08,07,04,04,02,08,07,01
04,04,03,04,03,02,04,03,02,08,04,03,02,08,07,04,03,02,08,07,01
04,04,02,04,02,02,04,02,02,08,04,02,02,08,07,04,02,02,08,07,01
04,04,01,04,01,02,04,01,02,08,04,01,02,08,07,04,01,02,08,07,01
04,04,00,04,00,02,04,00,02,08,04,00,02,08,07,04,00,02,08,07,01
03,03,59,03,59,02,03,59,02,08,03,59,02,08,07,03,59,02,08,07,01
03,03,58,03,58,02,03,58,02,08,03,58,02,08,07,03,58,02,08,07,01
03,03,57,03,57,02,03,57,02,08,03,57,02,08,07,03,57,02,08,07,01
03,03,56,03,56,02,03,56,02,08,03,56,02,08,07,03,56,02,08,07,01
03,03,55,03,55,02,03,55,02,08,03,55,02,08,07,03,55,02,08,07,01
03,03,54,03,54,02,03,54,02,08,03,54,02,08,07,03,54,02,08,07,01
03,03,53,03,53,02,03,53,02,08,03,53,02,08,07,03,53,02,08,07,01
03,03,52,03,52,02,03,52,02,08,03,52,02,08,07,03,52,02,08,07,01
03,03,51,03,51,02,03,51,02,08,03,51,02,08,07,03,51,02,08,07,01
03,03,50,03,50,02,03,50,02,08,03,50,02,08,07,03,50,02,08,07,01
03,03,49,03,49,02,03,49,02,08,03,49,02,08,07,03,49,02,08,07,01
03,03,48,03,48,02,03,48,02,08,03,48,02,08,07,03,48,02,08,07,01
03,03,47,03,47,02,03,47,02,08,03,47,02,08,07,03,47,02,08,07,01
03,03,46,03,46,02,03,46,02,08,03,46,02,08,07,03,46,02,08,07,01
